id	score	topic	answer	problem_preview
669	0.555556	number_theory	3	Let $p(x)$ be a polynomial with integer coefficients such that $p(1) = 2$ and $p(2) = 3$. If $p(0) = 0$ and $p(3) = 12$, determine the smallest possible degree of $p(x)$. Additionally, prove that for any positive integer $n$, the polynomia...
670	0.444444	number_theory	(p-1)(p-2)	In a finite field \( \mathbb{F}_{p} \) of prime order \( p \), let \( f(x) = x^{p-1} - 1 \) be a polynomial. Given that \( a, b, c \in \mathbb{F}_{p} \) are distinct elements and \( f(a) = f(b) = f(c) = 0 \), determine the number of possib...
671	0.777778	number_theory	1	Let \( S \) be the set of all positive integers \( n \) such that the product of the digits of \( n \) equals \( \frac{1}{2}n \). For example, 22 is in \( S \) because \( 2 \times 2 = \frac{1}{2} \times 22 \). How many elements are in \( S...
672	0.666667	number_theory	999	Let \( S \) be the set of all positive integers \( n \) such that the sum of the digits of \( n \) is equal to the sum of the digits of \( 10n \). Find the number of elements in \( S \) that are less than 1000.
673	0.333333	number_theory	2023	Consider a sequence of positive integers \(a_n\) defined by \(a_1 = 1\) and for \(n \geq 2\), \[a_n = a_{\lfloor \frac{n}{2} \rfloor} + a_{\lfloor \frac{n}{3} \rfloor} + a_{\lfloor \frac{n}{4} \rfloor} + a_{\lfloor \frac{n}{6} \rfloor}.\] ...
674	0.333333	combinatorics	2	Determine the number of ways to color the vertices of a regular octahedron with three colors, red, blue, and green, such that no two adjacent vertices share the same color. Additionally, rotations of the octahedron that result in the same ...
675	0.333333	number_theory	1	Find all positive integers \( n \) such that \( n \) divides the sum \( 1^{20} + 2^{20} + 3^{20} + \cdots + n^{20} \).
676	0.333333	number_theory	36	Let \( S \) be the set of all positive integers \( n \) such that \( n \) can be expressed in the form \[ n = a^2 + b^2 + c^2 + d^2 \] where \( a, b, c, \) and \( d \) are positive integers satisfying \( a + b + c + d = n \). Determine the...
677	0.333333	number_theory	\infty	Determine the sum of all positive integers \( n \) for which the polynomial \( P(x) = x^4 - (2n+1)x^2 + n^2 \) has four distinct real roots.
678	0.333333	geometry	\frac{1}{2}	Let $ABC$ be an acute triangle with circumcircle $\omega$. Let $D$ be the foot of the altitude from $A$ to $BC$, and let $P$ be a point on $\omega$ such that $PD$ is perpendicular to $BC$. If the area of triangle $ABC$ is $60$ square units...
679	0.777778	algebra	n^2	Let $A$ be an $n \times n$ matrix where $n \geq 3$ and every entry $a_{ij}$ is either 1 or -1. If the determinant of $A$ is non-zero, prove that the sum of the absolute values of all entries in $A$ is at least $n^2$.
680	0.444444	number_theory	1	Let \( P(x) \) be a polynomial of degree \( n \) with integer coefficients such that \( P(0) = 1 \), and \( P(1) = P(2) = \cdots = P(n) = 0 \). Determine the smallest possible positive value of \( n \) such that \( P(n+1) \) is divisible b...
681	0.444444	number_theory	2023	Let \( f: \mathbb{Z} \to \mathbb{Z} \) be a function satisfying the following conditions: 1. \( f(n) + f(n+1) = f(n+2) \) for all integers \( n \). 2. \( f(0) = 0 \) and \( f(1) = 1 \). 3. \( f \) is multiplicative in the sense that \( f(m...
682	0.555556	combinatorics	\sum_{k=0}^{n} \frac{(-1)^k}{k!}	You have a deck of \(n\) distinct cards numbered from 1 to \(n\). You shuffle the deck and lay out the cards in a row. What is the probability that no card is in its original position (i.e., no card is in the position that matches its numb...
683	0.777778	number_theory	300	Let \( S \) be the set of all positive integers \( n \) such that \( \sqrt{n} + \sqrt{n+1} < 10 \). Find the sum of all elements in \( S \).
684	0.444444	number_theory	1	Let \( S \) be a set of integers such that every non-empty subset of \( S \) has a median that is an integer. Given that \( S \) contains exactly 10 elements, determine the number of distinct possible sets \( S \).
685	0.555556	number_theory	630	AIME_2021_P6 Let [math]S[/math] be the set of all positive integer divisors of [math]100,000.[/math] How many numbers are the product of two distinct elements of [math]S?[/math]
686	0.444444	number_theory	0	Find all triples of positive integers $(a, b, c)$ such that $a^2 + b^2 + c^2 = 2023$ and $a + b + c = 80$. Determine the number of distinct solutions for $(a, b, c)$.
687	0.666667	number_theory	100	A sequence of positive integers \(a_1, a_2, a_3, \ldots\) is defined recursively by the following conditions: \(a_1 = 1\), \(a_2 = 2\), and for \(n \geq 3\), \(a_n\) is the smallest positive integer that does not divide any of the previous...
688	0.666667	number_theory	390625	What is the sum of all positive integers \( n \) such that \(\dfrac{n}{125}\) is a fifth power of an integer and \(\dfrac{5n}{125}\) is the cube of an integer?
689	0.555556	geometry	\left( \frac{14}{3}, \frac{y}{3} \right)	In a triangular park ABC, the sides measure 13 meters, 14 meters, and 15 meters. A fountain is to be placed at a point P inside the park such that the sum of the squares of the distances from P to the vertices A, B, and C is minimized. Det...
690	0.666667	geometry	0	Given the polynomial \( P(x) = x^4 - 4x^3 + 6x^2 - 4x + 1 \), determine the sum of the squares of all real roots of the polynomial \( Q(x) = P(x)P(-x) - P(x^2) \).
691	0.555556	geometry	4R^2	Let \( ABC \) be a triangle with circumradius \( R \). The incircle of \( \triangle ABC \) touches \( BC \) at \( D \), \( CA \) at \( E \), and \( AB \) at \( F \). Let \( I \) be the incenter of \( \triangle ABC \). Points \( P \) and \(...
692	0.444444	number_theory	336	Determine the smallest positive integer \( n \) for which the expression \( 3^n + 1 \) is divisible by 2019.
693	0.555556	other	12	In a convex quadrilateral ABCD, point E lies on AD such that BE is perpendicular to AD. Let P be the intersection of AC and BE. If AB = 13, BC = 14, CD = 15, and DA = 16, find the length of BP.
694	0.666667	number_theory	(1, 1)	Find all pairs of positive integers (a, b) such that a^2 + b^2 is a prime number and a + b is the smallest positive integer that satisfies this condition.
695	0.444444	number_theory	38	Let \( a, b, c, d \) be positive integers such that \( a^2 + b^2 + c^2 + d^2 = 1234 \). If \( ab + ac + ad + bc + bd + cd = 100 \), find the sum \( a + b + c + d \).
696	0.777778	number_theory	3	In a sequence of positive integers \( a_1, a_2, a_3, \ldots \), each term \( a_n \) is defined as the smallest integer greater than \( a_{n-1} \) that is not relatively prime to any of the previous terms. Given that \( a_1 = 2 \), find the...
697	0.444444	geometry	7	Find the smallest positive integer \( n \) such that the sum of the squares of the first \( n \) odd positive integers is equal to the sum of the squares of the next \( n \) even positive integers.
698	0.666667	number_theory	0	Let \( S \) be the set of all non-empty subsets of \(\{1, 2, 3, \ldots, 10\}\). For each subset \( A \in S \), define the function \( f(A) \) as the product of all elements in \( A \). Determine the remainder when the sum of all values of ...
699	0.333333	geometry	\frac{\sqrt{17} - 3}{4}	A rectangular garden has a length that is twice its width. A path of uniform width surrounds the garden, increasing both the length and width by the same amount. If the area of the garden plus the path is twice the area of the garden alone...
700	0.777778	algebra	3	Let \( f(x) \) be a polynomial of degree 3 such that \( f(0) = 0 \), \( f(1) = 1 \), and \( f(2) = 8 \). Find the number of distinct real roots of the equation \( f(f(x)) = x \).
701	0.555556	algebra	\infty	In the complex plane, let \( z \) be a complex number such that \( |z| = 1 \). Define \( w = z^3 + \frac{1}{z^3} \). If \( w \) is a real number, find the number of possible values for \( w \).
702	0.666667	number_theory	1	Find all positive integers \( n \) such that there exists a positive integer \( k \) for which the sum of the digits of \( k \) is equal to \( n \) and the sum of the digits of \( k^2 \) is also equal to \( n \). Determine the smallest suc...
703	0.444444	geometry	9	Consider a regular nonagon (9-sided polygon) inscribed in a circle of radius 1. Find the sum of the lengths of all the diagonals that can be drawn from a single vertex. Express your answer in simplest radical form.
704	0.444444	number_theory	2	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + a_{n-1}x^{n-1} + \cdots + a_1x + a_0 \) with integer coefficients satisfies \( P(100) = 100 \) and \( P(200) = 200 \).
705	0.444444	number_theory	4	Consider a sequence of complex numbers \( z_1, z_2, \ldots, z_n \) where \( z_i = a_i + b_i i \) and \( a_i, b_i \in \mathbb{Z} \). Define the transformation \( T(z) = z^2 + c \) where \( c \) is a complex constant. Suppose there exists a ...
706	0.444444	number_theory	5	In the complex plane, let \( z_1 \) and \( z_2 \) be the roots of the equation \( z^2 - (1 + i)z + 2 = 0 \). Define the sequence \( \{z_n\} \) by \( z_1 = z_1 \), \( z_2 = z_2 \), and \( z_{n+2} = z_{n+1} + z_n \) for all \( n \geq 1 \). F...
707	0.333333	geometry	28	Let $ABC$ be a triangle with side lengths $AB = 13$, $BC = 14$, and $CA = 15$. A circle is inscribed in triangle $ABC$, touching $BC$ at $D$, $CA$ at $E$, and $AB$ at $F$. Let $G$ be the midpoint of $AD$. Find the area of quadrilateral $BE...
708	0.444444	number_theory	(1, 1, 1)	Find all triples of positive integers \((x, y, z)\) such that \(x^3 + y^3 + z^3 = 3xyz + 3\).
709	0.444444	geometry	343	Find the smallest positive integer \( n \) such that the product \( 1575 \cdot n \) is a perfect square and \( n \) is a perfect cube.
710	0.333333	number_theory	(1, 5), (5, 1)	Find all pairs of positive integers \((a, b)\) such that the equation \(a^2 + b^2 = 5ab + 1\) holds.
711	0.777778	number_theory	100	What is the smallest positive integer \( n \) such that \( n! \) (n factorial) ends in exactly 24 zeros?
712	0.333333	geometry	166	Let \( S \) be the set of all positive integers \( n \) such that the sum of the squares of the first \( n \) positive integers is divisible by \( n \). Find the number of elements in the set \( S \) that are less than or equal to \( 1000 ...
713	0.444444	number_theory	123	A polynomial \( P(x) \) with integer coefficients satisfies \( P(1) = 1234 \) and \( P(2) = 2345 \). What is the minimum possible positive value of \( P(0) \)?
714	0.666667	geometry	2k	Let \( ABCD \) be a convex quadrilateral with \( AB = a \), \( BC = b \), \( CD = c \), and \( DA = d \). Suppose that the diagonals \( AC \) and \( BD \) intersect at point \( E \), and that the length of \( AC \) is \( m \) and the lengt...
715	0.666667	number_theory	3	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + ax^{n-1} + bx^{n-2} + \cdots + kx + l \) with integer coefficients and roots \( \alpha, \beta, \gamma \) satisfies \( \alpha + \beta + \gamma = 3 \), \( \a...
716	0.555556	number_theory	12	Find all positive integers $n$ such that the product of their digits is equal to $n^2 - 10n - 22$.
717	0.555556	number_theory	7	Let \( f(x) \) be a polynomial with integer coefficients such that \( f(1) = 2023 \) and \( f(2023) = 1 \). If \( p \) is a prime number that divides \( f(2024) \), find the smallest possible value of \( p \).
718	0.333333	geometry	\frac{\sqrt{3}}{4}	在正方形 $ABCD$ 内部取一点 $P$，使得 $\angle APB = \angle BPC = \angle CPA = 120^\circ$。设 $AB = 1$，求 $\triangle APB$ 的面积。
719	0.333333	number_theory	-2024	Let \( f: \mathbb{Z} \to \mathbb{Z} \) be a function satisfying the following properties: 1. For all integers \( x \) and \( y \), \( f(xy) = f(x)f(y) \). 2. \( f(x+y) = f(x) + f(y) + 2024 \) for all integers \( x \) and \( y \). Determine...
720	0.777778	geometry	0, 1, 2	Let \( f: \mathbb{Z} \to \mathbb{Z} \) be a function defined by \( f(n) = n^3 - 3n^2 + 2n \). Determine all integers \( n \) such that \( f(n) \) is a perfect square.
721	0.444444	number_theory	2	Find all positive integers \( n \) such that \( n \cdot \phi(n) = p^k \), where \( p \) is a prime number and \( k \) is a positive integer.
722	0.555556	algebra	5	In a small town, there is a peculiar tradition where every year, on the first day of summer, the mayor throws a party. This year, the mayor decides to create a unique guest list. The guest list is determined by a special algorithm: if a pe...
723	0.666667	number_theory	1	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(0) = 0 \), \( P(1) = 1 \), and for every prime \( p \), \( P(p) \equiv 0 \pmod{p} \). Determine the number of distinct polynomials \( P(x) \) satisfying these conditio...
724	0.777778	combinatorics	120	There are 12 different books arranged on a shelf. In how many ways can we choose three books such that no two of them are consecutive?
725	0.555556	algebra	2	Let $a, b, c$ be positive real numbers such that $a + b + c = 1$. Determine the maximum value of the expression $(a - b)^2 + (b - c)^2 + (c - a)^2$.
726	0.666667	number_theory	3	Find the smallest positive integer \( n \) such that \( n \) is a multiple of 3, \( n+1 \) is a multiple of 4, \( n+2 \) is a multiple of 5, and \( n+3 \) is a multiple of 6.
727	0.444444	number_theory	-2	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(1) = 2 \), \( P(2) = 4 \), and \( P(3) = 10 \). Given that \( P(x) \) has degree at least 3, determine the smallest possible degree of \( P(x) \) and find \( P(0) \).
728	0.777778	algebra	(0, 0), (1, 0), (-1, 0)	Find all real numbers \( x \) and \( y \) such that \( x^3 + y^3 = x - y \) and \( x^2y + xy^2 = 0 \).
729	0.666667	number_theory	1	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + nx^{n-1} + n(n-1)x^{n-2} + \cdots + n! \) has exactly one real root. Prove your answer.
730	0.777778	geometry	2	Find the number of distinct polynomials \( P(x) \) with real coefficients that satisfy the following conditions: 1. \( P(x) \) has degree 3. 2. \( P(x) \) has three real roots, one of which is \( 2 \). 3. The sum of the squares of the root...
731	0.555556	geometry	8 + 2\sqrt{21}	In the coordinate plane, consider a square \(ABCD\) with vertices \(A(0, 0)\), \(B(a, 0)\), \(C(a, a)\), and \(D(0, a)\), where \(a > 0\). A point \(P(x, y)\) is chosen inside the square such that the distances from \(P\) to the sides of t...
